,close,high,low,open,volume
2018-12-31 15:18:00+00:00,67.01,67.01,67.01,67.01,3
2018-12-31 15:18:10+00:00,67.04,67.04,67.03,67.03,4
2018-12-31 15:18:20+00:00,67.01,67.01,67.01,67.01,1
2018-12-31 15:18:30+00:00,67.02,67.02,67.01,67.02,4
2018-12-31 15:18:40+00:00,67.01,67.02,67.01,67.01,5
2018-12-31 15:18:50+00:00,67.05,67.05,67.01,67.02,14
2018-12-31 15:19:00+00:00,67.05,67.06,67.05,67.05,6
2018-12-31 15:19:10+00:00,67.08,67.08,67.06,67.06,6
2018-12-31 15:19:20+00:00,67.06,67.07,67.06,67.06,3
2018-12-31 15:19:30+00:00,67.09,67.09,67.08,67.08,3
2018-12-31 15:19:40+00:00,67.1,67.1,67.1,67.1,1
2018-12-31 15:19:50+00:00,67.17,67.17,67.16,67.17,16
2018-12-31 15:20:00+00:00,67.12,67.14,67.12,67.14,9
2018-12-31 15:20:10+00:00,67.16,67.17,67.14,67.14,5
2018-12-31 15:20:20+00:00,67.17,67.18,67.16,67.16,7
2018-12-31 15:20:30+00:00,67.14,67.15,67.14,67.15,2
2018-12-31 15:20:40+00:00,67.16,67.16,67.16,67.16,4
2018-12-31 15:20:50+00:00,67.17,67.17,67.17,67.17,4
2018-12-31 15:21:00+00:00,67.18,67.19,67.17,67.19,7
2018-12-31 15:21:10+00:00,67.2,67.21,67.19,67.19,6
2018-12-31 15:21:20+00:00,67.2,67.21,67.2,67.21,7
2018-12-31 15:21:30+00:00,67.2,67.2,67.19,67.2,9
2018-12-31 15:21:40+00:00,67.19,67.19,67.19,67.19,2
2018-12-31 15:21:50+00:00,67.2,67.2,67.2,67.2,2
2018-12-31 15:22:00+00:00,67.21,67.21,67.2,67.2,4
2018-12-31 15:22:10+00:00,67.19,67.21,67.19,67.21,9
2018-12-31 15:22:20+00:00,67.19,67.21,67.19,67.19,15
2018-12-31 15:22:30+00:00,67.21,67.21,67.2,67.2,5
2018-12-31 15:22:40+00:00,67.21,67.21,67.21,67.21,0
2018-12-31 15:22:50+00:00,67.18,67.21,67.18,67.21,14
2018-12-31 15:23:00+00:00,67.16,67.18,67.16,67.18,6
2018-12-31 15:23:10+00:00,67.17,67.17,67.17,67.17,3
2018-12-31 15:23:20+00:00,67.2,67.2,67.2,67.2,4
2018-12-31 15:23:30+00:00,67.18,67.18,67.18,67.18,1
2018-12-31 15:23:40+00:00,67.16,67.18,67.16,67.18,4
2018-12-31 15:23:50+00:00,67.18,67.18,67.18,67.18,1
2018-12-31 15:24:00+00:00,67.15,67.17,67.15,67.17,14
2018-12-31 15:24:10+00:00,67.16,67.16,67.14,67.15,15
2018-12-31 15:24:20+00:00,67.14,67.16,67.14,67.16,19
2018-12-31 15:24:30+00:00,67.13,67.14,67.13,67.14,12
2018-12-31 15:24:40+00:00,67.15,67.15,67.14,67.14,10
2018-12-31 15:24:50+00:00,67.17,67.17,67.16,67.16,9
2018-12-31 15:25:00+00:00,67.2,67.2,67.18,67.18,5
2018-12-31 15:25:10+00:00,67.21,67.21,67.2,67.21,45
2018-12-31 15:25:20+00:00,67.21,67.21,67.21,67.21,0
2018-12-31 15:25:30+00:00,67.23,67.23,67.2,67.2,12
2018-12-31 15:25:40+00:00,67.22,67.22,67.22,67.22,6
2018-12-31 15:25:50+00:00,67.21,67.21,67.21,67.21,2
2018-12-31 15:26:00+00:00,67.21,67.23,67.21,67.22,19
2018-12-31 15:26:10+00:00,67.2,67.24,67.2,67.22,20
2018-12-31 15:26:20+00:00,67.21,67.23,67.2,67.2,9
2018-12-31 15:26:30+00:00,67.22,67.22,67.22,67.22,2
2018-12-31 15:26:40+00:00,67.25,67.25,67.22,67.22,12
2018-12-31 15:26:50+00:00,67.29,67.29,67.25,67.26,10
2018-12-31 15:27:00+00:00,67.27,67.28,67.27,67.28,2
2018-12-31 15:27:10+00:00,67.29,67.29,67.28,67.29,7
2018-12-31 15:27:20+00:00,67.3,67.31,67.29,67.29,5
2018-12-31 15:27:30+00:00,67.31,67.31,67.31,67.31,1
2018-12-31 15:27:40+00:00,67.33,67.33,67.32,67.32,3
2018-12-31 15:27:50+00:00,67.31,67.32,67.31,67.32,8
2018-12-31 15:28:00+00:00,67.33,67.33,67.33,67.33,2
2018-12-31 15:28:10+00:00,67.28,67.32,67.28,67.32,6
2018-12-31 15:28:20+00:00,67.3,67.3,67.29,67.29,5
2018-12-31 15:28:30+00:00,67.3,67.3,67.29,67.29,4
2018-12-31 15:28:40+00:00,67.28,67.28,67.28,67.28,1
2018-12-31 15:28:50+00:00,67.25,67.27,67.25,67.27,10
2018-12-31 15:29:00+00:00,67.22,67.24,67.22,67.24,4
2018-12-31 15:29:10+00:00,67.22,67.22,67.22,67.22,0
2018-12-31 15:29:20+00:00,67.25,67.26,67.25,67.26,5
2018-12-31 15:29:30+00:00,67.23,67.23,67.23,67.23,2
2018-12-31 15:29:40+00:00,67.25,67.25,67.24,67.24,6
2018-12-31 15:29:50+00:00,67.22,67.25,67.22,67.24,12
2018-12-31 15:30:00+00:00,67.22,67.23,67.22,67.22,12
2018-12-31 15:30:10+00:00,67.26,67.26,67.24,67.24,4
2018-12-31 15:30:20+00:00,67.28,67.28,67.27,67.27,5
2018-12-31 15:30:30+00:00,67.28,67.28,67.28,67.28,9
2018-12-31 15:30:40+00:00,67.28,67.28,67.26,67.28,14
2018-12-31 15:30:50+00:00,67.26,67.28,67.26,67.28,4
2018-12-31 15:31:00+00:00,67.29,67.29,67.27,67.28,5
2018-12-31 15:31:10+00:00,67.28,67.28,67.28,67.28,3
2018-12-31 15:31:20+00:00,67.29,67.29,67.27,67.27,12
